city,timestamp,temperature,season
New York,2010-01-01,3.3538567373647226,winter
New York,2010-01-02,6.8657110780954556,winter
New York,2010-01-03,-0.8889017941606532,winter
New York,2010-01-04,-9.513899832837412,winter
New York,2010-01-05,2.6835281651618685,winter
New York,2010-01-06,2.2340382769409852,winter
New York,2010-01-07,4.1323242751990765,winter
New York,2010-01-08,-4.292258233027088,winter
New York,2010-01-09,-5.374146520596246,winter
New York,2010-01-10,9.305247876532484,winter
New York,2010-01-11,3.9353443362853513,winter
New York,2010-01-12,3.7045340705176057,winter
New York,2010-01-13,4.680359123781636,winter
New York,2010-01-14,0.028531202399834418,winter
New York,2010-01-15,-6.693224771524484,winter
New York,2010-01-16,4.192233144694049,winter
New York,2010-01-17,-5.334904577148388,winter
New York,2010-01-18,6.270380445686179,winter
New York,2010-01-19,10.856867771076722,winter
New York,2010-01-20,-9.62257633801202,winter
New York,2010-01-21,6.379306773520859,winter
New York,2010-01-22,-11.670975732517695,winter
New York,2010-01-23,-0.6026057846698991,winter
New York,2010-01-24,-5.99222661105017,winter
New York,2010-01-25,12.638084340594379,winter
New York,2010-01-26,-11.480947935432361,winter
New York,2010-01-27,4.827017775035816,winter
New York,2010-01-28,5.703544790926674,winter
New York,2010-01-29,0.3820563028732056,winter
New York,2010-01-30,-1.1489438729505195,winter
New York,2010-01-31,0.8205134178064839,winter
New York,2010-02-01,-7.468136991804569,winter
New York,2010-02-02,5.261343495049033,winter
New York,2010-02-03,10.305869364708666,winter
New York,2010-02-04,-1.4431645014760193,winter
New York,2010-02-05,-0.059096002255303814,winter
New York,2010-02-06,2.3113067457658336,winter
New York,2010-02-07,-1.3497615997234782,winter
New York,2010-02-08,-2.4715939152587345,winter
New York,2010-02-09,1.0128693991827795,winter
New York,2010-02-10,8.957722067409433,winter
New York,2010-02-11,0.7333701942506083,winter
New York,2010-02-12,-9.736663140038358,winter
New York,2010-02-13,-8.57276970194952,winter
New York,2010-02-14,1.2772670454797246,winter
New York,2010-02-15,3.2945768958546475,winter
New York,2010-02-16,5.383328964718586,winter
New York,2010-02-17,5.239987983846514,winter
New York,2010-02-18,5.1528488919711695,winter
New York,2010-02-19,1.25447835484048,winter
New York,2010-02-20,-2.978209528645912,winter
New York,2010-02-21,-6.589062667785933,winter
New York,2010-02-22,2.705908802272475,winter
New York,2010-02-23,-5.438531373895112,winter
New York,2010-02-24,5.399945283376608,winter
New York,2010-02-25,-0.7921551466787393,winter
New York,2010-02-26,6.9993759545572125,winter
New York,2010-02-27,-4.562563675963835,winter
New York,2010-02-28,-2.9331273025489124,winter
New York,2010-03-01,2.1637382189142453,spring
New York,2010-03-02,15.95629189223547,spring
New York,2010-03-03,3.6914708567479604,spring
New York,2010-03-04,10.566403470220624,spring
New York,2010-03-05,9.420256025233648,spring
New York,2010-03-06,7.312966969357888,spring
New York,2010-03-07,5.063632151947993,spring
New York,2010-03-08,6.70589123230563,spring
New York,2010-03-09,0.574657165045636,spring
New York,2010-03-10,5.625954418335923,spring
New York,2010-03-11,20.75972143082367,spring
New York,2010-03-12,7.317961154727566,spring
New York,2010-03-13,4.903982190663432,spring
New York,2010-03-14,12.515531303973516,spring
New York,2010-03-15,13.395302317832067,spring
New York,2010-03-16,11.678244424762728,spring
New York,2010-03-17,19.518513364877702,spring
New York,2010-03-18,14.820261191221396,spring
New York,2010-03-19,17.038998728729602,spring
New York,2010-03-20,13.008434823181666,spring
New York,2010-03-21,19.2146220865004,spring
New York,2010-03-22,6.322105403341036,spring
New York,2010-03-23,10.857439619207964,spring
New York,2010-03-24,7.9462740839747035,spring
New York,2010-03-25,17.66952491715191,spring
New York,2010-03-26,12.061221518785585,spring
New York,2010-03-27,9.882605078892615,spring
New York,2010-03-28,8.635476560099386,spring
New York,2010-03-29,11.038155745261435,spring
New York,2010-03-30,16.087995025085032,spring
New York,2010-03-31,13.598007570904452,spring
New York,2010-04-01,19.828516603227207,spring
New York,2010-04-02,8.570804742686274,spring
New York,2010-04-03,9.762090989638821,spring
New York,2010-04-04,5.808366169196314,spring
New York,2010-04-05,6.602073380580302,spring
New York,2010-04-06,3.108836366022704,spring
New York,2010-04-07,5.002164438212487,spring
New York,2010-04-08,16.30831759266005,spring
New York,2010-04-09,11.281027591710785,spring
New York,2010-04-10,10.459631308853425,spring
New York,2010-04-11,11.74221553699633,spring
New York,2010-04-12,7.4806437195837745,spring
New York,2010-04-13,4.904350579471557,spring
New York,2010-04-14,2.0711704940696833,spring
New York,2010-04-15,3.3918355457502454,spring
New York,2010-04-16,16.455164938574192,spring
New York,2010-04-17,9.292269385902545,spring
New York,2010-04-18,9.143632074876589,spring
New York,2010-04-19,12.373079287010578,spring
New York,2010-04-20,7.831970423279433,spring
New York,2010-04-21,8.570026970544575,spring
New York,2010-04-22,13.574470099017313,spring
New York,2010-04-23,8.664517201034734,spring
New York,2010-04-24,3.2711732280109356,spring
New York,2010-04-25,13.366482516789475,spring
New York,2010-04-26,12.2081185430976,spring
New York,2010-04-27,9.097172682290383,spring
New York,2010-04-28,13.243024124034811,spring
New York,2010-04-29,4.87133333281863,spring
New York,2010-04-30,6.964174555407039,spring
New York,2010-05-01,11.875810879202513,spring
New York,2010-05-02,4.070213245418634,spring
New York,2010-05-03,11.862187303855734,spring
New York,2010-05-04,17.727580258865657,spring
New York,2010-05-05,3.0857798367122413,spring
New York,2010-05-06,9.044141501671067,spring
New York,2010-05-07,10.698401124141071,spring
New York,2010-05-08,2.416704276691383,spring
New York,2010-05-09,14.07864247492689,spring
New York,2010-05-10,2.0965227343793478,spring
New York,2010-05-11,-0.323685356949202,spring
New York,2010-05-12,0.9761764072197359,spring
New York,2010-05-13,20.063888138153878,spring
New York,2010-05-14,7.76470315913288,spring
New York,2010-05-15,13.227421414923771,spring
New York,2010-05-16,11.012863516626261,spring
New York,2010-05-17,12.578874232570518,spring
New York,2010-05-18,12.31693221766563,spring
New York,2010-05-19,9.199491387394673,spring
New York,2010-05-20,6.256624919238074,spring
New York,2010-05-21,8.700546837265835,spring
New York,2010-05-22,2.1338347483189093,spring
New York,2010-05-23,14.410790358240773,spring
New York,2010-05-24,4.9403221236930515,spring
New York,2010-05-25,11.544945511846382,spring
New York,2010-05-26,19.998006359373683,spring
New York,2010-05-27,5.64882444102111,spring
New York,2010-05-28,9.495019990396104,spring
New York,2010-05-29,15.993222532588938,spring
New York,2010-05-30,2.0853895041935164,spring
New York,2010-05-31,4.8802162840856,spring
New York,2010-06-01,25.958261490412127,summer
New York,2010-06-02,26.926798600446237,summer
New York,2010-06-03,31.33363232263939,summer
New York,2010-06-04,26.2879599290493,summer
New York,2010-06-05,26.728276768085948,summer
New York,2010-06-06,24.920655098657324,summer
New York,2010-06-07,21.485184845501276,summer
New York,2010-06-08,29.007688467916903,summer
New York,2010-06-09,22.85940689369227,summer
New York,2010-06-10,29.206086266715303,summer
New York,2010-06-11,27.534622271202572,summer
New York,2010-06-12,28.290974308738324,summer
New York,2010-06-13,25.141632126982064,summer
New York,2010-06-14,27.750624349825685,summer
New York,2010-06-15,11.133724612439512,summer
New York,2010-06-16,23.95330026714739,summer
New York,2010-06-17,22.761105537463237,summer
New York,2010-06-18,25.63982686794283,summer
New York,2010-06-19,25.014109890077073,summer
New York,2010-06-20,21.269073234774805,summer
New York,2010-06-21,28.47504463294338,summer
New York,2010-06-22,35.90468978271653,summer
New York,2010-06-23,22.49573620449137,summer
New York,2010-06-24,33.88263069367384,summer
New York,2010-06-25,24.332494485194854,summer
New York,2010-06-26,27.815240786896517,summer
New York,2010-06-27,23.230316174818213,summer
New York,2010-06-28,25.32822743542325,summer
New York,2010-06-29,32.17478623013769,summer
New York,2010-06-30,31.232065007685478,summer
New York,2010-07-01,16.09853785427592,summer
New York,2010-07-02,31.725786864199925,summer
New York,2010-07-03,33.371803197084766,summer
New York,2010-07-04,28.47362692152287,summer
New York,2010-07-05,21.52128202410609,summer
New York,2010-07-06,32.449049307324046,summer
New York,2010-07-07,31.074405367611863,summer
New York,2010-07-08,23.817004473385097,summer
New York,2010-07-09,20.827401789129883,summer
New York,2010-07-10,18.19589603746212,summer
New York,2010-07-11,17.57360174991839,summer
New York,2010-07-12,27.705941659319397,summer
New York,2010-07-13,25.18953119552928,summer
New York,2010-07-14,27.038983326115027,summer
New York,2010-07-15,24.34470645446446,summer
New York,2010-07-16,29.81656170015763,summer
New York,2010-07-17,19.908209844693623,summer
New York,2010-07-18,28.806588166580617,summer
New York,2010-07-19,23.97016192634378,summer
New York,2010-07-20,25.80356351678315,summer
New York,2010-07-21,30.620130547961864,summer
New York,2010-07-22,29.785911852279895,summer
New York,2010-07-23,23.00608953258589,summer
New York,2010-07-24,24.029794983368138,summer
New York,2010-07-25,21.13183730588849,summer
New York,2010-07-26,30.84380767006218,summer
New York,2010-07-27,22.938523441550373,summer
New York,2010-07-28,23.677823678974217,summer
New York,2010-07-29,19.938015949312607,summer
New York,2010-07-30,27.855469827583757,summer
New York,2010-07-31,17.761351808592742,summer
New York,2010-08-01,32.46404482271339,summer
New York,2010-08-02,23.331717997052554,summer
New York,2010-08-03,12.796906376268497,summer
New York,2010-08-04,29.39548011458211,summer
New York,2010-08-05,27.752341546123198,summer
New York,2010-08-06,23.7368757151591,summer
New York,2010-08-07,25.42576864124664,summer
New York,2010-08-08,28.209662141896334,summer
New York,2010-08-09,19.08003827812599,summer
New York,2010-08-10,22.502711497183697,summer
New York,2010-08-11,28.682716047309135,summer
New York,2010-08-12,32.038439938225565,summer
New York,2010-08-13,33.42287011281919,summer
New York,2010-08-14,33.893429953777385,summer
New York,2010-08-15,25.656278213212552,summer
New York,2010-08-16,26.451815684337014,summer
New York,2010-08-17,26.132502728967218,summer
New York,2010-08-18,21.823589648293904,summer
New York,2010-08-19,21.285022625137035,summer
New York,2010-08-20,24.721230420475298,summer
New York,2010-08-21,25.36974398589136,summer
New York,2010-08-22,21.414825399309123,summer
New York,2010-08-23,31.77021665926139,summer
New York,2010-08-24,24.87349043043523,summer
New York,2010-08-25,35.25346900153246,summer
New York,2010-08-26,30.21817824850683,summer
New York,2010-08-27,24.779294039998682,summer
New York,2010-08-28,26.865746667323005,summer
New York,2010-08-29,24.711668024665162,summer
New York,2010-08-30,18.309873518553513,summer
New York,2010-08-31,20.01836429880086,summer
New York,2010-09-01,15.077954101634365,autumn
New York,2010-09-02,16.36508426981581,autumn
New York,2010-09-03,15.701000484745512,autumn
New York,2010-09-04,13.770010116738954,autumn
New York,2010-09-05,17.52932293339954,autumn
New York,2010-09-06,6.213873660897942,autumn
New York,2010-09-07,9.686473415139933,autumn
New York,2010-09-08,15.103688557874582,autumn
New York,2010-09-09,14.279702790648638,autumn
New York,2010-09-10,20.843525562640565,autumn
New York,2010-09-11,20.040159996723744,autumn
New York,2010-09-12,20.79829856724819,autumn
New York,2010-09-13,12.73752460477812,autumn
New York,2010-09-14,9.131735784435806,autumn
New York,2010-09-15,16.982892278456223,autumn
New York,2010-09-16,12.862833015773248,autumn
New York,2010-09-17,17.358698520462635,autumn
New York,2010-09-18,18.021750537673775,autumn
New York,2010-09-19,14.636440786009956,autumn
New York,2010-09-20,11.745586525534087,autumn
New York,2010-09-21,11.517331664790344,autumn
New York,2010-09-22,12.42612764422752,autumn
New York,2010-09-23,11.649312221872878,autumn
New York,2010-09-24,14.352278264412558,autumn
New York,2010-09-25,5.171368575181635,autumn
New York,2010-09-26,19.620373916571417,autumn
New York,2010-09-27,13.853968137983282,autumn
New York,2010-09-28,11.663327357116891,autumn
New York,2010-09-29,9.866304906565055,autumn
New York,2010-09-30,9.841162618805265,autumn
New York,2010-10-01,16.13742294870933,autumn
New York,2010-10-02,11.408782445466397,autumn
New York,2010-10-03,21.963383644575618,autumn
New York,2010-10-04,14.46819847899732,autumn
New York,2010-10-05,12.701478954042992,autumn
New York,2010-10-06,15.592796661653146,autumn
New York,2010-10-07,20.79748356497006,autumn
New York,2010-10-08,18.42174155936006,autumn
New York,2010-10-09,10.872281427797986,autumn
New York,2010-10-10,15.078505980863776,autumn
New York,2010-10-11,28.582325748137833,autumn
New York,2010-10-12,16.976204572650712,autumn
New York,2010-10-13,30.72783082093931,autumn
New York,2010-10-14,11.202006203139712,autumn
New York,2010-10-15,12.25831757892972,autumn
New York,2010-10-16,17.207756024236712,autumn
New York,2010-10-17,13.054701042173692,autumn
New York,2010-10-18,18.29071667137339,autumn
New York,2010-10-19,8.268130464814563,autumn
New York,2010-10-20,11.297535229012322,autumn
New York,2010-10-21,13.985287090710873,autumn
New York,2010-10-22,14.686818078236946,autumn
New York,2010-10-23,9.356387944728285,autumn
New York,2010-10-24,11.236256410611238,autumn
New York,2010-10-25,18.781335055112855,autumn
New York,2010-10-26,12.649890336090245,autumn
New York,2010-10-27,19.453414860567772,autumn
New York,2010-10-28,13.990738406375758,autumn
New York,2010-10-29,15.520432774837062,autumn
New York,2010-10-30,17.919079330269284,autumn
New York,2010-10-31,18.867218369385153,autumn
New York,2010-11-01,11.819782291677761,autumn
New York,2010-11-02,14.915962501469272,autumn
New York,2010-11-03,8.738184038183604,autumn
New York,2010-11-04,19.52001559933923,autumn
New York,2010-11-05,15.682826844962648,autumn
New York,2010-11-06,15.360298809094477,autumn
New York,2010-11-07,9.027457914473954,autumn
New York,2010-11-08,19.90482363524798,autumn
New York,2010-11-09,12.451662953367295,autumn
New York,2010-11-10,13.738638337467664,autumn
New York,2010-11-11,9.780717981051172,autumn
New York,2010-11-12,16.441409533482943,autumn
New York,2010-11-13,19.22627951195095,autumn
New York,2010-11-14,2.4538672476830836,autumn
New York,2010-11-15,14.022581914135776,autumn
New York,2010-11-16,16.92426530368073,autumn
New York,2010-11-17,7.743386410560968,autumn
New York,2010-11-18,22.580075049953567,autumn
New York,2010-11-19,20.555123228468418,autumn
New York,2010-11-20,12.987475330231593,autumn
New York,2010-11-21,13.183137279878988,autumn
New York,2010-11-22,20.635701968072684,autumn
New York,2010-11-23,16.28607950484294,autumn
New York,2010-11-24,18.521972983640836,autumn
New York,2010-11-25,19.178113139827666,autumn
New York,2010-11-26,10.284873956805573,autumn
New York,2010-11-27,13.431108927903349,autumn
New York,2010-11-28,5.9528031211837025,autumn
New York,2010-11-29,14.909093700963604,autumn
New York,2010-11-30,10.232445289402502,autumn
New York,2010-12-01,-4.119133095644225,winter
New York,2010-12-02,-6.93352503060476,winter
